ProductID,Category,Subcategory,Brand,ProductFeatures,Price (INR),Festivals,Seasons
P777,Clothing,Skirts,Forever 21,"Women's A-Line Skirt, Size S-XL",993,"Baisakhi, Ganesh Chaturthi","Monsoon, Spring"
P778,Beauty,Perfume,Gucci,"Bloom Eau de Parfum, 1.6oz",922,"Christmas, Diwali, Pongal","Autumn, Winter, Summer"
P779,Home & Kitchen,Microwaves,Whirlpool,"1.7 cu ft, Over-the-Range Microwave",515,Onam,"Autumn, Monsoon, Spring"
P780,Sports & Outdoors,Camping,Thermarest,"NeoAir Xlite, Sleeping Pad, 3/4 Length",206,"Navratri, Ganesh Chaturthi, Christmas","Summer, Monsoon, Winter"
P781,Groceries,Juices,Simply,"Orange Juice, 59oz",849,Diwali,"Autumn, Winter, Summer"
P782,Toys & Games,RC Cars,Redcat Racing,"Electric Off-Road Truck, Scale 1:10",549,"Navratri, Eid, Diwali","Spring, Winter"
P783,Fashion,Handbags,Kate Spade,"Ellie Satchel, Pebbled Leather",745,"Eid, Diwali","Winter, Spring"
P784,Electronics,Laptops,Dell,"XPS 13, 13.3-inch, Intel i7, 16GB RAM",25935,"Diwali, Baisakhi","Monsoon, Summer, Winter"
P785,Electronics,Headphones,Bose,"QuietComfort 35 II, Wireless",14398,"Navratri, Baisakhi","Summer, Monsoon, Winter"
P786,Books,Thrillers,St. Martin's Press,"The Silent Patient by Alex Michaelides, Hardcover",1269,"Eid, Holi","Winter, Autumn"
P787,Clothing,Activewear,Lululemon,"Women's Align Pants, Size 6",982,Navratri,"Winter, Summer"
P788,Beauty,Hair Tools,Chi,"Flat Iron, 1-inch",319,"Eid, Diwali, Ganesh Chaturthi","Spring, Monsoon"
P789,Home & Kitchen,Blenders,Blendtec,"Designer 725, 8-Speed Blender",596,Holi,"Summer, Autumn, Monsoon"
P790,Sports & Outdoors,Fishing,Shimano,"Baitcasting Reel, Curado DC",445,"Ganesh Chaturthi, Raksha Bandhan, Diwali","Spring, Monsoon"
P791,Groceries,Nuts,Blue Diamond,"Almonds, 16oz",930,"Diwali, Christmas","Monsoon, Autumn, Winter"
P792,Toys & Games,Educational Toys,VTech,Smart Shots Sports Center,557,"Navratri, Diwali","Autumn, Monsoon"
P793,Fashion,Sunglasses,Ray-Ban,"Aviator Classic, Gold Frame",891,"Baisakhi, Diwali","Monsoon, Spring"
P794,Electronics,Smartphones,Apple,"iPhone 13, 128GB",43337,"Raksha Bandhan, Baisakhi, Holi","Summer, Monsoon, Winter"
P795,Electronics,Tablets,Apple,"iPad Air, 10.9-inch, 64GB",14536,"Diwali, Eid","Monsoon, Summer, Winter"
P796,Books,Comics,Marvel,"Avengers: Endgame, Graphic Novel",1206,Diwali,"Winter, Autumn, Monsoon"
P797,Clothing,Shirts,H&M,Men’s Casual Button-Down Shirt,473,Raksha Bandhan,"Spring, Summer, Autumn"
P798,Beauty,Lipsticks,MAC,"Matte Lipstick, Ruby Woo",941,Diwali,"Winter, Spring, Monsoon"
P799,Home & Kitchen,Vacuum Cleaners,Shark,Rocket Corded Ultra-Light Stick Vacuum,557,"Navratri, Baisakhi, Christmas","Spring, Autumn, Winter"
P800,Sports & Outdoors,Hiking,Salomon,"X Ultra 3 GTX, Hiking Boots",838,Ganesh Chaturthi,"Monsoon, Summer, Winter"
P801,Electronics,Smartphones,Apple,"iPhone 14 Pro, 128GB Storage, 6.1-inch",14859,"Holi, Ganesh Chaturthi","Summer, Monsoon, Winter"
P802,Books,Self-Help,Random House,"Atomic Habits by James Clear, Hardcover",518,"Navratri, Eid, Diwali","Winter, Monsoon"
P803,Clothing,Jeans,Levi's,"Men's 505 Regular Fit, Size 32",628,"Pongal, Eid","Autumn, Monsoon"
P804,Beauty,Skincare,CeraVe,"Hydrating Cleanser, 16oz",999,"Diwali, Eid, Pongal","Autumn, Monsoon"
P805,Home & Kitchen,Toasters,KitchenAid,"4-Slice Toaster, Digital, Black",541,Raksha Bandhan,"Summer, Winter, Spring"
P806,Sports & Outdoors,Fitness,Garmin,"Forerunner 245 Music, GPS Running Watch",234,"Christmas, Diwali","Spring, Winter"
P807,Groceries,Coffee,Starbucks,"Ground Coffee, House Blend, 12oz",585,"Eid, Navratri","Summer, Autumn, Winter"
P808,Toys & Games,Action Figures,Mattel,"Hot Wheels, 10-Pack",411,"Diwali, Holi, Christmas","Winter, Autumn, Summer"
P809,Fashion,Bags,Michael Kors,"Jet Set Travel Tote, Leather, Black",597,"Diwali, Navratri","Spring, Monsoon, Summer"
P810,Electronics,Headphones,Sony,"WH-1000XM4, Noise Cancelling, Wireless",27628,Holi,"Winter, Summer"
P811,Books,Fiction,HarperCollins,"The Midnight Library by Matt Haig, Hardcover",737,"Diwali, Holi, Baisakhi","Monsoon, Winter"
P812,Clothing,Jackets,Columbia,"Men's Watertight II Jacket, Waterproof",390,"Christmas, Baisakhi","Winter, Monsoon, Summer"
P813,Beauty,Nail Care,OPI,"Nail Polish, Big Apple Red, 15ml",270,"Navratri, Diwali, Ganesh Chaturthi","Monsoon, Winter, Autumn"
P814,Home & Kitchen,Blenders,BlenderBottle,"Classic Shaker Bottle, 28oz",728,"Christmas, Diwali","Spring, Monsoon, Autumn"
P815,Sports & Outdoors,Camping,Big Agnes,"Copper Spur HV UL2, 2-Person Tent",615,Navratri,"Spring, Winter, Autumn"
P816,Groceries,Tea,Davidson's,"Organic Green Tea, 16 Count",310,Diwali,"Autumn, Spring"
P817,Toys & Games,Building Sets,LEGO,"Creator 3-in-1, Pirate Ship, 564 Pieces",798,Holi,"Summer, Winter, Spring"
P818,Fashion,Footwear,Adidas,"Men's Ultraboost 21 Running Shoes, Size 10",139,Raksha Bandhan,"Spring, Autumn"
P819,Electronics,Tablets,Apple,"iPad Pro 12.9-inch, 128GB",37491,"Navratri, Eid","Summer, Monsoon"
P820,Home & Kitchen,Microwaves,Panasonic,"Inverter Microwave, 1.6 cu ft, 1200W",735,Eid,"Spring, Autumn, Summer"
P821,Sports & Outdoors,Yoga,Prana,"Men's Stretchy Yoga Pants, Size M",830,"Navratri, Christmas, Pongal","Monsoon, Autumn"
P822,Groceries,Sauces,Barilla,"Pasta Sauce, Marinara, 24oz",447,"Baisakhi, Christmas","Spring, Autumn, Winter"
P823,Toys & Games,Plush Toys,Ty,"Beanie Babies, 6-inch",697,Holi,"Winter, Monsoon"
P824,Fashion,Watches,Fossil,"Hybrid HR Smartwatch, Leather Band",839,"Raksha Bandhan, Eid, Holi","Winter, Spring, Autumn"
P825,Electronics,Smart Home,Amazon,"Echo Show 8, Smart Display, Alexa",49060,"Christmas, Diwali","Winter, Monsoon"
P826,Books,Non-Fiction,Simon & Schuster,"Educated by Tara Westover, Hardcover",793,"Onam, Navratri, Ganesh Chaturthi","Spring, Monsoon, Winter"
P827,Clothing,Shirts,Nike,"Men's Dri-FIT Tee, Size L",133,"Raksha Bandhan, Pongal","Winter, Summer, Autumn"
P828,Beauty,Perfume,Chanel,"No. 5 Eau de Parfum, 1.7oz",552,"Ganesh Chaturthi, Diwali, Raksha Bandhan","Monsoon, Summer, Spring"
P829,Home & Kitchen,Food Storage,Pyrex,"Glass Food Storage Set, 18-Piece",631,Diwali,"Autumn, Summer, Winter"
P830,Sports & Outdoors,Running,Saucony,"Men's Kinvara 12, Cushioned, Size 9",883,"Raksha Bandhan, Navratri, Diwali","Summer, Winter, Spring"
P831,Groceries,Spices,McCormick,"Ground Black Pepper, 4oz",887,"Diwali, Raksha Bandhan, Holi","Autumn, Monsoon"
P832,Toys & Games,STEM Toys,LEGO,"Technic Lamborghini Sián, 3,696 Pieces",496,"Diwali, Baisakhi","Winter, Monsoon, Autumn"
P833,Fashion,Backpacks,JanSport,"SuperBreak Backpack, 25L",573,"Raksha Bandhan, Eid","Summer, Autumn, Winter"
P834,Electronics,External Hard Drives,Seagate,"Expansion Portable, 2TB",23389,Holi,"Winter, Summer"
P835,Electronics,Chargers,Belkin,"BoostCharge Wireless Charger, 10W",36400,"Holi, Christmas, Raksha Bandhan","Summer, Winter"
P836,Books,Romance,HarperCollins,"The Hating Game by Sally Thorne, Paperback",674,"Diwali, Raksha Bandhan, Christmas","Winter, Spring, Autumn"
P837,Clothing,Socks,Under Armour,"Men's Charged Cotton 6-Pair, Size M",689,"Holi, Diwali, Baisakhi","Summer, Monsoon"
P838,Beauty,Shampoo,Shu Uemura,"Silk Bloom Shampoo, 300ml",239,"Holi, Christmas, Ganesh Chaturthi","Autumn, Spring, Winter"
P839,Home & Kitchen,Blenders,Nutribullet,"Pro 900 Series, 9-Piece",523,Eid,"Summer, Winter, Autumn"
P840,Sports & Outdoors,Climbing,Black Diamond,"Camalot C4, Size #2, Rock Climbing",972,"Holi, Diwali","Winter, Summer"
P841,Groceries,Snacks,Planters,"Mixed Nuts, 16oz",405,"Ganesh Chaturthi, Christmas, Eid","Winter, Summer"
P842,Toys & Games,Board Games,Hasbro,Monopoly Classic Edition,723,Diwali,"Monsoon, Winter, Autumn"
P843,Fashion,Handbags,Kate Spade,"Dorie Crossbody Bag, Leather",685,Baisakhi,"Spring, Monsoon, Summer"
P844,Electronics,Printers,HP,"LaserJet Pro, MFP, Wireless",42736,Christmas,"Winter, Summer"
P845,Electronics,Tablets,Amazon,"Fire HD 8, 32GB",42765,Holi,"Winter, Summer, Monsoon"
P846,Books,Science Fiction,Del Rey,"The Martian by Andy Weir, Paperback",1303,Baisakhi,"Monsoon, Spring, Winter"
P847,Clothing,Jumpsuits,H&M,"Women’s Denim Jumpsuit, Size S-XL",442,"Ganesh Chaturthi, Christmas","Winter, Summer"
P848,Beauty,Hair Care,Living Proof,"Restore Shampoo, 8oz",385,Christmas,"Autumn, Spring"
P849,Home & Kitchen,Microwaves,Whirlpool,"1.7 cu ft, Over-the-Range Microwave",747,"Raksha Bandhan, Diwali","Winter, Summer, Monsoon"
P850,Sports & Outdoors,Yoga,Liforme,"Yoga Mat, Eco-Friendly, 5mm",783,"Holi, Onam, Eid","Autumn, Spring"
P851,Groceries,Coffee,Peet's,"Medium Roast, 12oz",885,"Eid, Ganesh Chaturthi, Baisakhi","Monsoon, Winter, Summer"
P852,Toys & Games,Model Kits,Revell,"Porsche 911 Turbo, 1/24 Scale",132,"Holi, Diwali","Spring, Monsoon"
P853,Fashion,Sunglasses,Ray-Ban,"Wayfarer Sunglasses, Black Frame",162,"Diwali, Pongal","Autumn, Monsoon"
P854,Electronics,Smartwatches,Fossil,"Hybrid HR, Fitness Tracker",31927,"Ganesh Chaturthi, Holi, Christmas","Monsoon, Winter, Summer"
P855,Books,Children's,Scholastic,"The Very Hungry Caterpillar, Board Book",1389,Pongal,"Autumn, Winter, Spring"
P856,Clothing,Sweaters,Uniqlo,Men’s Extra Fine Merino Wool Sweater,998,"Christmas, Onam, Holi","Monsoon, Spring"
P857,Beauty,Makeup,Maybelline,"Superstay Foundation, 30ml",772,Christmas,"Winter, Autumn"
P858,Home & Kitchen,Pressure Cookers,Instant Pot,"DUO60 6-Quart, 7-in-1",491,Navratri,"Monsoon, Summer"
P859,Sports & Outdoors,Fitness,ProForm,"Treadmill, Smart HD Display",189,"Christmas, Raksha Bandhan","Winter, Spring"
P860,Groceries,Spices,Penzeys,"Cinnamon, 4oz",670,"Christmas, Raksha Bandhan","Summer, Autumn, Winter"
P861,Toys & Games,Building Sets,Magformers,Magnetic Building Blocks Set,885,"Diwali, Navratri, Baisakhi","Summer, Winter"
P862,Fashion,Outerwear,The North Face,"Men's 3-in-1 Jacket, Waterproof",499,"Onam, Diwali, Holi","Monsoon, Winter"
P863,Electronics,Smart Lighting,LIFX,"Color Smart Bulb, Wi-Fi",35006,"Raksha Bandhan, Christmas","Summer, Monsoon"
P864,Books,Thriller,St. Martin's Press,"Gone Girl by Gillian Flynn, Paperback",1365,"Holi, Navratri, Christmas","Winter, Monsoon, Autumn"
P865,Clothing,Shorts,Levi's,Men’s 511 Slim Fit Shorts,141,"Raksha Bandhan, Navratri","Monsoon, Autumn"
P866,Beauty,Face Masks,SkinCeuticals,"Phyto Corrective Mask, 2oz",817,"Ganesh Chaturthi, Navratri","Spring, Summer"
P867,Home & Kitchen,Vacuum Cleaners,Shark,"Navigator Lift-Away, Upright",364,"Holi, Ganesh Chaturthi, Raksha Bandhan","Winter, Monsoon, Spring"
P868,Sports & Outdoors,Water Bottles,Nalgene,32oz Wide Mouth Water Bottle,437,Pongal,"Winter, Summer, Autumn"
P869,Groceries,Pickles,Claussen,"Kosher Dill Pickles, 32oz",231,Ganesh Chaturthi,"Monsoon, Autumn"
P870,Toys & Games,Action Figures,Funko,Marvel Avengers Pop! Vinyl Figure,578,"Christmas, Diwali","Spring, Autumn"
P871,Fashion,Backpacks,North Face,Revolution Laptop Backpack,609,"Navratri, Diwali, Holi","Spring, Winter"
P872,Electronics,External Hard Drives,Western Digital,"My Passport, 2TB",39833,Raksha Bandhan,"Winter, Summer"
P873,Electronics,Keyboards,Logitech,K780 Multi-Device Wireless Keyboard,9329,"Baisakhi, Diwali","Winter, Monsoon"
P874,Books,History,National Geographic,History of the World in 100 Objects,211,"Eid, Christmas","Spring, Winter"
P875,Clothing,Outerwear,Patagonia,Men's Nano Puff Jacket,884,"Holi, Ganesh Chaturthi, Raksha Bandhan","Autumn, Spring, Monsoon"
P876,Beauty,Perfume,Gucci,"Bloom Eau de Parfum, 1.6oz",658,"Ganesh Chaturthi, Diwali, Eid","Monsoon, Summer"
P877,Home & Kitchen,Food Storage,Glasslock,"Glass Food Storage Set, 17-Piece",317,"Christmas, Ganesh Chaturthi","Spring, Monsoon"
P878,Sports & Outdoors,Running,Nike,"Men's Air Zoom Pegasus 38, Size 10",922,Diwali,"Spring, Monsoon, Autumn"
P879,Groceries,Chocolate,Ghirardelli,"Dark Chocolate Squares, 60% Cacao",229,"Christmas, Diwali, Raksha Bandhan","Monsoon, Autumn"
P880,Toys & Games,Building Sets,LEGO,"Star Wars Millennium Falcon, 1,351 Pieces",515,"Holi, Baisakhi, Eid","Spring, Monsoon, Summer"
P881,Fashion,Jewelry,Cartier,"Love Bracelet, Yellow Gold",329,"Holi, Diwali, Onam","Winter, Spring"
P882,Electronics,Tablets,Samsung,"Galaxy Tab S6, 10.5-inch, 128GB",13511,Baisakhi,"Summer, Winter"
P883,Electronics,Smartphones,Samsung,"Galaxy S21, 128GB Storage",1460,Eid,"Winter, Monsoon"
P884,Books,Biography,HarperCollins,Steve Jobs by Walter Isaacson,1226,"Eid, Raksha Bandhan","Spring, Autumn, Winter"
P885,Clothing,Socks,Bombas,"Performance Socks, Size M",911,"Pongal, Ganesh Chaturthi, Eid","Monsoon, Winter, Spring"
P886,Beauty,Hair Care,OGX,"Coconut Milk Shampoo, 13oz",710,Eid,"Winter, Summer, Spring"
P887,Home & Kitchen,Microwaves,Panasonic,"1.2 cu ft, Countertop Microwave",242,Raksha Bandhan,"Winter, Summer, Spring"
P888,Sports & Outdoors,Yoga,Gaiam,"Premium Yoga Mat, 6mm",498,"Diwali, Ganesh Chaturthi, Eid","Autumn, Monsoon, Spring"
P889,Groceries,Tea,Twinings,"Earl Grey Tea, 20 Count",411,Christmas,"Autumn, Winter, Summer"
P890,Toys & Games,Board Games,Mattel,Uno Card Game,629,"Diwali, Ganesh Chaturthi","Monsoon, Winter, Spring"
P891,Fashion,Handbags,Coach,Signature Canvas Satchel,675,Navratri,"Autumn, Monsoon"
P892,Electronics,Smart Home,Tp-Link,"Kasa Smart Plug, 2-Pack",21791,Ganesh Chaturthi,"Monsoon, Winter, Summer"
P893,Electronics,Drones,GoPro,"Karma Drone, 4K Camera",13255,"Diwali, Ganesh Chaturthi","Monsoon, Summer"
P894,Books,Romance,Penguin,Pride and Prejudice by Jane Austen,1283,"Ganesh Chaturthi, Raksha Bandhan, Christmas","Monsoon, Autumn, Winter"
P895,Clothing,Footwear,Timberland,Men’s 6-Inch Waterproof Boots,279,Holi,"Spring, Winter, Summer"
P896,Beauty,Eye Care,Urban Decay,Naked3 Eyeshadow Palette,446,"Christmas, Navratri","Winter, Autumn"
P897,Home & Kitchen,Blenders,Blendtec,"Total Blender, 6-Speed",535,"Diwali, Holi, Pongal","Monsoon, Winter, Summer"
P898,Sports & Outdoors,Camping,Osprey,Fairview 40L Women's Backpack,313,"Raksha Bandhan, Christmas","Winter, Summer"
P899,Groceries,Juices,Minute Maid,"Premium Orange Juice, 59oz",615,Navratri,"Summer, Winter"
P900,Toys & Games,STEM Toys,LEGO,"City Police Station, 543 Pieces",617,"Eid, Diwali","Autumn, Monsoon"
P901,Fashion,Sunglasses,Ray-Ban,"Aviator Sunglasses, Polarized",993,Holi,"Spring, Winter, Monsoon"
P902,Electronics,Smart Home,Aeotec,Z-Wave Plus Smart Dimmer Switch,15466,"Eid, Diwali, Holi","Summer, Monsoon, Winter"
P903,Electronics,Headphones,Bose,"QuietComfort 35 II, Wireless",48919,"Ganesh Chaturthi, Raksha Bandhan, Baisakhi","Winter, Summer"
P904,Books,Self-Help,Hay House,You Are a Badass,1022,"Onam, Ganesh Chaturthi","Winter, Spring, Monsoon"
P905,Clothing,Activewear,Reebok,Men's Training Shorts,347,Eid,"Autumn, Spring"
P906,Beauty,Face Care,Clinique,Moisture Surge 72-Hour Auto-Replenishing Hydrator,609,"Ganesh Chaturthi, Christmas, Diwali","Winter, Monsoon, Spring"
P907,Home & Kitchen,Air Fryers,Instant Pot,"Vortex Plus, 6-Quart",717,"Eid, Christmas","Winter, Monsoon"
P908,Sports & Outdoors,Cycling,Trek,Marlin 5 Mountain Bike,770,"Eid, Ganesh Chaturthi, Diwali","Summer, Autumn"
P909,Groceries,Soups,Campbell's,"Chicken Noodle Soup, 15.4oz",144,"Eid, Holi, Diwali","Summer, Monsoon"
P910,Toys & Games,Video Games,EA,"FIFA 21, Xbox One",646,Diwali,"Monsoon, Summer"
P911,Fashion,Hats,Columbia,"PFG Mesh Hat, One Size",547,"Christmas, Holi, Navratri","Spring, Autumn"
P912,Electronics,Tablets,Microsoft,"Surface Go 2, 10.5-inch",45304,"Holi, Onam, Navratri","Monsoon, Summer, Winter"
P913,Electronics,Smartphones,OnePlus,"OnePlus 9 Pro, 256GB Storage",15024,Pongal,"Monsoon, Summer"
P914,Books,Health & Wellness,Random House,The Body Keeps the Score,1218,"Christmas, Diwali, Navratri","Autumn, Winter, Spring"
P915,Clothing,Jeans,Wrangler,Men’s 13MWZ Cowboy Cut Jeans,646,"Navratri, Diwali, Christmas","Monsoon, Spring, Winter"
P916,Beauty,Skincare,Laneige,"Water Sleeping Mask, 2.3oz",417,Navratri,"Summer, Winter"
P917,Home & Kitchen,Toasters,Breville,"Smart Toaster, 4-Slice",673,Eid,"Monsoon, Autumn, Summer"
P918,Sports & Outdoors,Running,Asics,"Men's Gel-Kayano 27, Size 10",659,"Raksha Bandhan, Christmas, Diwali","Autumn, Monsoon, Winter"
P919,Groceries,Cheese,Sargento,"Cheddar, 8oz",710,"Ganesh Chaturthi, Diwali, Christmas","Spring, Winter"
P920,Toys & Games,RC Cars,Traxxas,"Rustler VXL, 1/10 Scale",749,"Raksha Bandhan, Baisakhi, Diwali","Spring, Monsoon"
P921,Fashion,Backpacks,Patagonia,"Arbor Grande Backpack, 25L",693,"Diwali, Holi, Navratri","Spring, Winter, Summer"
P922,Electronics,Smart Home,Amazon,Ring Video Doorbell Pro,42079,"Onam, Holi","Winter, Summer"
P923,Books,Fantasy,Orbit,The Name of the Wind by Patrick Rothfuss,980,"Holi, Christmas, Eid","Spring, Monsoon"
P924,Clothing,Sweaters,Old Navy,Men's Cable Knit Sweater,913,Christmas,"Spring, Winter"
P925,Beauty,Hair Tools,CHI,"Hair Straightener, 1-inch",682,Diwali,"Spring, Autumn, Winter"
P926,Home & Kitchen,Microwaves,Sharp,"Countertop Microwave Oven, 1.1cu ft",378,Navratri,"Autumn, Monsoon, Winter"
P927,Sports & Outdoors,Water Sports,Speedo,Men’s Swim Trunks,497,Diwali,"Monsoon, Winter"
P928,Groceries,Condiments,Heinz,"Ketchup, 32oz",622,"Diwali, Onam, Ganesh Chaturthi","Spring, Autumn"
P929,Toys & Games,Board Games,Hasbro,Risk Classic Edition,759,"Eid, Holi, Pongal","Monsoon, Winter"
P930,Fashion,Handbags,Tory Burch,Perry Triple-Compartment Tote,181,"Diwali, Raksha Bandhan","Summer, Spring, Winter"
P931,Electronics,Smartphones,Nokia,"X100, 128GB Storage",15460,"Baisakhi, Ganesh Chaturthi, Onam","Monsoon, Winter, Summer"
P932,Books,Graphic Novels,Dark Horse Comics,"Hellboy, Seed of Destruction",1146,Diwali,"Spring, Monsoon"
P933,Clothing,Pants,Carhartt,Men’s Straight Fit Work Pants,258,"Eid, Holi, Raksha Bandhan","Monsoon, Summer, Winter"
P934,Beauty,Makeup,Estée Lauder,Double Wear Foundation,219,"Baisakhi, Holi","Winter, Summer"
P935,Home & Kitchen,Toasters,Black+Decker,"2-Slice Toaster, Stainless Steel",585,"Raksha Bandhan, Diwali, Ganesh Chaturthi","Winter, Spring, Monsoon"
P936,Sports & Outdoors,Fishing,Ugly Stik,GX2 Spinning Rod,974,"Navratri, Baisakhi, Ganesh Chaturthi","Autumn, Spring, Monsoon"
P937,Groceries,Peanut Butter,Jif,"Creamy Peanut Butter, 28oz",578,Holi,"Monsoon, Spring, Winter"
P938,Toys & Games,STEM Toys,Thames & Kosmos,Physics Workshop,922,"Diwali, Eid","Autumn, Winter, Monsoon"
P939,Fashion,Boots,UGG,"Men's Classic Tall, Chestnut",847,"Holi, Pongal, Ganesh Chaturthi","Winter, Autumn"
P940,Electronics,Tablets,Lenovo,"Tab M10 Plus, 10.3-inch",13592,"Navratri, Diwali, Pongal","Monsoon, Winter"
P941,Books,Cookbooks,Chronicle Books,"Salt, Fat, Acid, Heat by Samin Nosrat",1255,"Raksha Bandhan, Diwali","Autumn, Spring, Monsoon"
P942,Clothing,Underwear,Hanes,"Men's ComfortSoft Boxer Briefs, 5-Pack",534,"Raksha Bandhan, Navratri, Diwali","Winter, Summer, Autumn"
P943,Beauty,Shampoo,Living Proof,"Full Shampoo, 8oz",826,"Navratri, Diwali","Autumn, Summer"
P944,Home & Kitchen,Coffee Makers,Keurig,K-Elite Single Serve Coffee Maker,772,"Onam, Christmas","Winter, Spring, Summer"
P945,Sports & Outdoors,Hiking,Columbia,Men's Newton Ridge Plus Waterproof Hiking Boot,405,Raksha Bandhan,"Spring, Monsoon"
P946,Groceries,Canned Goods,Del Monte,"Green Beans, 14.5oz",204,"Navratri, Eid, Raksha Bandhan","Winter, Monsoon, Spring"
P947,Toys & Games,Legos,LEGO,Creator Expert Roller Coaster,967,"Navratri, Diwali","Monsoon, Summer, Winter"
P948,Fashion,Scarves,Everlane,Cashmere Scarf,227,"Navratri, Christmas","Monsoon, Spring, Winter"
P949,Electronics,Smartwatches,Apple,"Apple Watch Series 7, GPS, 41mm",48359,"Navratri, Diwali","Winter, Monsoon"
P950,Books,Science,DK,"The Science Book, Hardcover",1304,Christmas,"Monsoon, Autumn, Winter"
P951,Clothing,Dresses,ASOS,"Women’s Floral Dress, Size 8",752,"Holi, Diwali, Ganesh Chaturthi","Monsoon, Spring, Winter"
P952,Beauty,Lipsticks,Tom Ford,"Lip Color, Shade: Pussycat",982,Christmas,"Winter, Autumn"
P953,Home & Kitchen,Air Purifiers,Levoit,"Core 300, True HEPA",971,Navratri,"Winter, Summer, Spring"
P954,Sports & Outdoors,Camping,Marmot,Thor 2P Tent,824,"Holi, Pongal","Summer, Spring, Winter"
P955,Groceries,Cereal,Kellogg's,"Special K Original, 18oz",429,"Pongal, Holi","Autumn, Summer"
P956,Toys & Games,RC Cars,HPI Racing,"Racing Buggy, 1/8 Scale",812,"Navratri, Baisakhi","Autumn, Monsoon, Winter"
P957,Fashion,Bags,Marc Jacobs,Snapshot Crossbody Bag,113,"Christmas, Diwali","Summer, Spring"
P958,Electronics,Smart Home,Google,Nest Learning Thermostat,27292,Diwali,"Winter, Summer"
P959,Books,Non-Fiction,BenBella Books,The Subtle Art of Not Giving a F*ck,737,"Navratri, Onam","Autumn, Monsoon"
P960,Clothing,Blouses,Zara,Women’s Ruffle Blouse,706,"Navratri, Diwali, Christmas","Monsoon, Spring, Autumn"
P961,Beauty,Eye Care,Clinique,All About Eyes Cream,705,Christmas,"Spring, Winter"
P962,Home & Kitchen,Blenders,Blendtec,"Total Classic, 5-Speed",626,"Eid, Christmas","Monsoon, Winter"
P963,Sports & Outdoors,Climbing,Black Diamond,Momentum Harness,840,"Baisakhi, Holi, Navratri","Spring, Winter, Monsoon"
P964,Groceries,Canned Goods,Campbell's,"Tomato Soup, 10.75oz",946,"Holi, Christmas","Winter, Monsoon"
P965,Toys & Games,Action Figures,Funko,Harry Potter Pop! Vinyl,198,"Ganesh Chaturthi, Christmas, Holi","Winter, Monsoon"
P966,Fashion,Jackets,Patagonia,"Men’s Houdini Jacket, Lightweight",310,"Onam, Navratri","Summer, Autumn"
P967,Electronics,Headphones,Beats,Studio3 Wireless Noise Cancelling,2226,"Diwali, Raksha Bandhan","Summer, Monsoon"
P968,Books,Mystery,Penguin,The Girl with the Dragon Tattoo,1338,Christmas,"Winter, Monsoon, Spring"
P969,Clothing,Skirts,Forever 21,Women’s A-Line Skirt,605,"Holi, Pongal","Summer, Monsoon, Autumn"
P970,Beauty,Hair Care,Redken,All Soft Shampoo,924,"Onam, Holi, Baisakhi","Summer, Autumn"
P971,Home & Kitchen,Coffee Makers,Ninja,Hot & Cold Brewed System,299,"Diwali, Holi, Onam","Summer, Autumn, Monsoon"
P972,Sports & Outdoors,Hiking,Osprey,"Atmos AG Backpack, 65L",157,Raksha Bandhan,"Monsoon, Spring, Winter"
P973,Groceries,Grains,Quaker,"Old Fashioned Oats, 42oz",841,"Diwali, Eid","Monsoon, Spring"
P974,Toys & Games,Board Games,Hasbro,Scrabble Deluxe Edition,918,Ganesh Chaturthi,"Spring, Monsoon"
P975,Fashion,Gloves,The North Face,"Etip Gloves, Touchscreen-Compatible",372,"Diwali, Pongal","Spring, Autumn"
P976,Electronics,Laptops,HP,"Spectre x360, 13-inch",21006,Christmas,"Monsoon, Winter, Summer"
P977,Books,Travel,National Geographic,Atlas of Remote Islands,296,"Navratri, Baisakhi","Autumn, Monsoon, Spring"
P978,Clothing,Footwear,Vans,Men's Old Skool Sneakers,952,"Eid, Baisakhi","Autumn, Spring, Winter"
P979,Beauty,Fragrance,Yves Saint Laurent,Black Opium Eau de Parfum,374,Raksha Bandhan,"Monsoon, Autumn"
P980,Home & Kitchen,Food Storage,OXO,Good Grips 10-Piece Storage Set,543,Ganesh Chaturthi,"Monsoon, Spring"
P981,Sports & Outdoors,Yoga,Gaiam,Essential Yoga Mat,187,Diwali,"Monsoon, Spring, Autumn"
P982,Groceries,Snacks,Cheez-It,"Original Crackers, 12oz",899,Pongal,"Winter, Summer, Autumn"
P983,Toys & Games,RC Cars,HPI Racing,"Savage X 4.6, Nitro RC Truck",222,"Eid, Diwali","Monsoon, Summer"
P984,Fashion,Outerwear,L.L.Bean,Men’s Waterproof Jacket,508,"Diwali, Ganesh Chaturthi","Winter, Spring"
P985,Electronics,Smart Speakers,Sonos,"One SL, Wireless Speaker",33854,"Navratri, Raksha Bandhan, Pongal","Winter, Monsoon, Summer"
P986,Books,Fantasy,Orbit,"The Stormlight Archive, Hardcover",1140,"Diwali, Raksha Bandhan","Winter, Autumn, Monsoon"
P987,Clothing,Jumpsuits,Nasty Gal,Women’s Denim Jumpsuit,951,Diwali,"Monsoon, Winter"
P988,Beauty,Hair Tools,T3,Whirl Trio Interchangeable Curling Iron,477,Pongal,"Autumn, Winter, Monsoon"
P989,Home & Kitchen,Microwaves,Whirlpool,"1.9 cu ft, Over-the-Range Microwave",768,"Christmas, Navratri","Spring, Monsoon"
